"","week","year","Province","civil","milit","fsa","population","duration","civil_lag"
"1097",14,2011," Sweida",0,0,0,486000,3,0
"1098",15,2011," Sweida",0,0,0,486000,4,0
"1099",16,2011," Sweida",0,0,0,486000,5,0
"1100",17,2011," Sweida",0,0,0,486000,6,0
"1101",18,2011," Sweida",0,0,0,486000,7,0
"1102",19,2011," Sweida",0,0,0,486000,8,0
"1103",20,2011," Sweida",0,0,0,486000,9,0
"1104",21,2011," Sweida",0,0,0,486000,10,0
"1105",22,2011," Sweida",0,0,0,486000,11,0
"1106",23,2011," Sweida",0,0,0,486000,12,0
"1107",24,2011," Sweida",0,0,0,486000,13,0
"1108",25,2011," Sweida",0,0,0,486000,14,0
"1109",26,2011," Sweida",0,0,0,486000,15,0
"1110",27,2011," Sweida",0,0,0,486000,16,0
"1111",28,2011," Sweida",0,0,0,486000,17,0
"1112",29,2011," Sweida",0,0,0,486000,18,0
"1113",30,2011," Sweida",0,0,0,486000,19,0
"1114",31,2011," Sweida",0,0,0,486000,20,0
"1115",32,2011," Sweida",0,0,0,486000,21,0
"1116",33,2011," Sweida",0,0,0,486000,22,0
"1117",34,2011," Sweida",0,0,0,486000,23,0
"1118",35,2011," Sweida",0,0,0,486000,24,0
"1119",36,2011," Sweida",0,0,0,486000,25,0
"1120",37,2011," Sweida",0,0,0,486000,26,0
"1121",38,2011," Sweida",0,0,0,486000,27,0
"1122",39,2011," Sweida",0,0,0,486000,28,0
"1123",40,2011," Sweida",0,0,0,486000,29,0
"1124",41,2011," Sweida",0,0,0,486000,30,0
"1125",42,2011," Sweida",0,0,0,486000,31,0
"1126",43,2011," Sweida",0,0,0,486000,32,0
"1127",44,2011," Sweida",0,0,0,486000,33,0
"1128",45,2011," Sweida",0,0,0,486000,34,0
"1129",46,2011," Sweida",0,0,0,486000,35,0
"1130",47,2011," Sweida",0,0,0,486000,36,0
"1131",48,2011," Sweida",0,0,0,486000,37,0
"1132",49,2011," Sweida",0,0,0,486000,38,0
"1133",50,2011," Sweida",0,0,0,486000,39,0
"1134",51,2011," Sweida",0,0,0,486000,40,0
"1135",52,2011," Sweida",0,0,0,486000,41,0
"1136",53,2011," Sweida",0,0,0,486000,42,0
"1137",1,2012," Sweida",0,0,0,486000,43,0
"1138",2,2012," Sweida",0,0,0,486000,44,0
"1139",3,2012," Sweida",0,0,0,486000,45,0
"1140",4,2012," Sweida",0,0,0,486000,46,0
"1141",5,2012," Sweida",0,0,0,486000,47,0
"1142",6,2012," Sweida",0,0,0,486000,48,0
"1143",7,2012," Sweida",0,0,0,486000,49,0
"1144",8,2012," Sweida",0,0,0,486000,50,0
"1145",9,2012," Sweida",0,0,0,486000,51,0
"1146",10,2012," Sweida",0,0,0,486000,52,0
"1147",11,2012," Sweida",0,0,0,486000,53,0
"1148",12,2012," Sweida",0,0,0,486000,54,0
"1149",13,2012," Sweida",0,0,0,486000,55,0
"1150",14,2012," Sweida",0,0,0,486000,56,0
"1151",15,2012," Sweida",0,0,0,486000,57,0
"1152",16,2012," Sweida",0,0,0,486000,58,0
"1153",17,2012," Sweida",0,0,0,486000,59,0
"1154",18,2012," Sweida",0,0,0,486000,60,0
"1155",19,2012," Sweida",0,0,0,486000,61,0
"1156",20,2012," Sweida",0,0,0,486000,62,0
"1157",21,2012," Sweida",0,0,0,486000,63,0
"1158",22,2012," Sweida",0,0,0,486000,64,0
"1159",23,2012," Sweida",0,0,0,486000,65,0
"1160",24,2012," Sweida",0,0,0,486000,66,0
"1161",25,2012," Sweida",0,0,0,486000,67,0
"1162",26,2012," Sweida",0,0,0,486000,68,0
"1163",27,2012," Sweida",0,0,0,486000,69,0
"1164",28,2012," Sweida",0,0,0,486000,70,0
"1165",29,2012," Sweida",0,0,0,486000,71,0
"1166",30,2012," Sweida",0,0,0,486000,72,0
"1167",31,2012," Sweida",0,0,0,486000,73,0
"1168",32,2012," Sweida",0,0,0,486000,74,0
"1169",33,2012," Sweida",0,0,0,486000,75,0
"1170",34,2012," Sweida",0,0,0,486000,76,0
"1171",35,2012," Sweida",0,0,0,486000,77,0
"1172",36,2012," Sweida",0,0,0,486000,78,0
"1173",37,2012," Sweida",0,0,0,486000,79,0
"1174",38,2012," Sweida",0,0,0,486000,80,0
"1175",39,2012," Sweida",0,0,0,486000,81,0
"1176",40,2012," Sweida",0,0,0,486000,82,0
"1177",41,2012," Sweida",0,0,0,486000,83,0
"1178",42,2012," Sweida",0,0,0,486000,84,0
"1179",43,2012," Sweida",0,0,0,486000,85,0
"1180",44,2012," Sweida",0,0,0,486000,86,0
"1181",45,2012," Sweida",0,0,0,486000,87,0
"1182",46,2012," Sweida",0,0,0,486000,88,0
"1183",47,2012," Sweida",0,0,0,486000,89,0
"1184",48,2012," Sweida",0,0,0,486000,90,0
"1185",12,2011," Tartous",0,0,0,954000,1,NA
"1186",13,2011," Tartous",0,0,0,954000,2,0
"1187",14,2011," Tartous",0,0,0,954000,3,0
"1188",15,2011," Tartous",0,0,0,954000,4,0
"1189",16,2011," Tartous",0,0,0,954000,5,0
"1190",17,2011," Tartous",0,0,0,954000,6,0
"1191",18,2011," Tartous",0,0,0,954000,7,0
"1192",19,2011," Tartous",0,0,0,954000,8,0
"1193",20,2011," Tartous",0,0,0,954000,9,0
"1194",21,2011," Tartous",0,0,0,954000,10,0
"1195",22,2011," Tartous",0,0,0,954000,11,0
"1196",23,2011," Tartous",0,0,0,954000,12,0
"1197",24,2011," Tartous",0,0,0,954000,13,0
"1198",25,2011," Tartous",0,0,0,954000,14,0
"1199",26,2011," Tartous",0,0,0,954000,15,0
"1200",27,2011," Tartous",0,0,0,954000,16,0
"1201",28,2011," Tartous",0,0,0,954000,17,0
"1202",29,2011," Tartous",0,0,0,954000,18,0
"1203",30,2011," Tartous",0,0,0,954000,19,0
"1204",31,2011," Tartous",0,0,0,954000,20,0
"1205",32,2011," Tartous",0,0,0,954000,21,0
"1206",33,2011," Tartous",0,0,0,954000,22,0
"1207",34,2011," Tartous",0,0,0,954000,23,0
"1208",35,2011," Tartous",0,0,0,954000,24,0
"1209",36,2011," Tartous",0,0,0,954000,25,0
"1210",37,2011," Tartous",0,0,0,954000,26,0
"1211",38,2011," Tartous",0,0,0,954000,27,0
"1212",39,2011," Tartous",0,0,0,954000,28,0
"1213",40,2011," Tartous",0,0,0,954000,29,0
"1214",41,2011," Tartous",0,0,0,954000,30,0
"1215",42,2011," Tartous",0,0,0,954000,31,0
"1216",43,2011," Tartous",0,0,0,954000,32,0
"1217",44,2011," Tartous",0,0,0,954000,33,0
"1218",45,2011," Tartous",0,0,0,954000,34,0
"1219",46,2011," Tartous",0,0,0,954000,35,0
"1220",47,2011," Tartous",0,0,0,954000,36,0
"1221",48,2011," Tartous",0,0,0,954000,37,0
"1222",49,2011," Tartous",0,0,0,954000,38,0
"1223",50,2011," Tartous",0,0,0,954000,39,0
"1224",51,2011," Tartous",0,0,0,954000,40,0
"1225",52,2011," Tartous",0,0,0,954000,41,0
"1226",53,2011," Tartous",0,0,0,954000,42,0
"1227",1,2012," Tartous",0,0,0,954000,43,0
"1228",2,2012," Tartous",0,0,0,954000,44,0
"1229",3,2012," Tartous",0,0,0,954000,45,0
"1230",4,2012," Tartous",0,0,0,954000,46,0
"1231",5,2012," Tartous",0,0,0,954000,47,0
"1232",6,2012," Tartous",0,0,0,954000,48,0
"1233",7,2012," Tartous",0,0,0,954000,49,0
"1234",8,2012," Tartous",0,0,0,954000,50,0
"1235",9,2012," Tartous",0,0,0,954000,51,0
"1236",10,2012," Tartous",0,0,0,954000,52,0
"1237",11,2012," Tartous",0,0,0,954000,53,0
"1238",12,2012," Tartous",0,0,0,954000,54,0
"1239",13,2012," Tartous",0,0,0,954000,55,0
"1240",14,2012," Tartous",0,0,0,954000,56,0
"1241",15,2012," Tartous",0,0,0,954000,57,0
"1242",16,2012," Tartous",0,0,0,954000,58,0
"1243",17,2012," Tartous",0,0,0,954000,59,0
"1244",18,2012," Tartous",0,0,0,954000,60,0
"1245",19,2012," Tartous",0,0,0,954000,61,0
"1246",20,2012," Tartous",0,0,0,954000,62,0
"1247",21,2012," Tartous",0,0,0,954000,63,0
"1248",22,2012," Tartous",0,0,0,954000,64,0
"1249",23,2012," Tartous",0,0,0,954000,65,0
"1250",24,2012," Tartous",0,0,0,954000,66,0
"1251",25,2012," Tartous",0,0,0,954000,67,0
"1252",26,2012," Tartous",0,0,0,954000,68,0
"1253",27,2012," Tartous",0,0,0,954000,69,0
"1254",28,2012," Tartous",0,0,0,954000,70,0
"1255",29,2012," Tartous",0,0,0,954000,71,0
"1256",30,2012," Tartous",0,0,0,954000,72,0
"1257",31,2012," Tartous",0,0,0,954000,73,0
"1258",32,2012," Tartous",0,0,0,954000,74,0
"1259",33,2012," Tartous",0,0,0,954000,75,0
"1260",34,2012," Tartous",0,0,0,954000,76,0
"1261",35,2012," Tartous",0,0,0,954000,77,0
"1262",36,2012," Tartous",0,0,0,954000,78,0
"1263",37,2012," Tartous",0,0,0,954000,79,0
"1264",38,2012," Tartous",0,0,0,954000,80,0
"1265",39,2012," Tartous",0,0,0,954000,81,0
"1266",40,2012," Tartous",0,0,0,954000,82,0
"1267",41,2012," Tartous",0,0,0,954000,83,0
"1268",42,2012," Tartous",0,0,0,954000,84,0
"1269",43,2012," Tartous",1,11,1,954000,85,0
"1270",44,2012," Tartous",0,0,0,954000,86,1
"1271",45,2012," Tartous",0,0,0,954000,87,0
"1272",46,2012," Tartous",0,0,0,954000,88,0
"1273",47,2012," Tartous",0,0,0,954000,89,0
"1274",48,2012," Tartous",0,0,0,954000,90,0
