"","week","year","Province","civil","milit","nomale","fsa","population","duration","civil_lag","milit_lag"
"652",24,2011," Homs",0,0,0,0,2147000,13,0,0
"653",25,2011," Homs",0,0,0,0,2147000,14,0,0
"654",26,2011," Homs",0,0,0,0,2147000,15,0,0
"655",27,2011," Homs",0,0,0,0,2147000,16,0,0
"656",28,2011," Homs",0,0,0,0,2147000,17,0,0
"657",29,2011," Homs",0,0,0,0,2147000,18,0,0
"658",30,2011," Homs",0,0,0,0,2147000,19,0,0
"659",31,2011," Homs",0,0,0,0,2147000,20,0,0
"660",32,2011," Homs",22,1,2,3,2147000,21,0,0
"661",33,2011," Homs",0,0,0,0,2147000,22,22,1
"662",34,2011," Homs",0,0,0,0,2147000,23,0,0
"663",35,2011," Homs",0,0,0,0,2147000,24,0,0
"664",36,2011," Homs",23,10,2,2,2147000,25,0,0
"665",37,2011," Homs",0,0,0,0,2147000,26,23,10
"666",38,2011," Homs",18,4,3,1,2147000,27,0,0
"667",39,2011," Homs",19,7,1,9,2147000,28,18,4
"668",40,2011," Homs",4,1,1,1,2147000,29,19,7
"669",40,2011," Homs",29,4,2,2,2147000,29,4,1
"670",41,2011," Homs",0,0,0,0,2147000,30,29,4
"671",42,2011," Homs",37,5,6,1,2147000,31,0,0
"672",43,2011," Homs",0,0,0,0,2147000,32,37,5
"673",44,2011," Homs",18,3,2,1,2147000,33,0,0
"674",45,2011," Homs",41,5,6,1,2147000,34,18,3
"675",46,2011," Homs",27,5,3,3,2147000,35,41,5
"676",47,2011," Homs",32,13,5,5,2147000,36,27,5
"677",48,2011," Homs",28,6,6,2,2147000,37,32,13
"678",48,2011," Homs",6,1,2,1,2147000,37,28,6
"679",49,2011," Homs",45,4,11,1,2147000,38,6,1
"680",50,2011," Homs",20,5,3,1,2147000,39,45,4
"681",51,2011," Homs",39,4,4,2,2147000,40,20,5
"682",52,2011," Homs",47,5,6,1,2147000,41,39,4
"683",53,2011," Homs",3,1,1,1,2147000,42,47,5
"684",1,2012," Homs",17,3,1,1,2147000,43,3,1
"685",2,2012," Homs",24,1,2,5,2147000,44,17,3
"686",3,2012," Homs",33,5,5,2,2147000,45,24,1
"687",4,2012," Homs",54,10,13,1,2147000,46,33,5
"688",5,2012," Homs",46,1,9,6,2147000,47,54,10
"689",6,2012," Homs",198,22,40,4,2147000,48,46,1
"690",7,2012," Homs",32,9,5,7,2147000,49,198,22
"691",8,2012," Homs",53,9,10,4,2147000,50,32,9
"692",9,2012," Homs",42,9,10,6,2147000,51,53,9
"693",9,2012," Homs",24,1,5,1,2147000,51,42,9
"694",10,2012," Homs",78,4,19,5,2147000,52,24,1
"695",11,2012," Homs",79,7,15,5,2147000,53,78,4
"696",12,2012," Homs",56,4,15,8,2147000,54,79,7
"697",13,2012," Homs",67,7,14,4,2147000,55,56,4
"698",14,2012," Homs",59,4,13,4,2147000,56,67,7
"699",14,2012," Homs",12,1,3,1,2147000,56,59,4
"700",15,2012," Homs",111,5,21,5,2147000,57,12,1
"701",16,2012," Homs",56,2,1,5,2147000,58,111,5
"702",17,2012," Homs",47,6,2,5,2147000,59,56,2
"703",18,2012," Homs",39,2,6,4,2147000,60,47,6
"704",18,2012," Homs",6,4,2,1,2147000,60,39,2
"705",19,2012," Homs",27,5,5,2,2147000,61,6,4
"706",20,2012," Homs",38,7,6,3,2147000,62,27,5
"707",21,2012," Homs",65,8,38,3,2147000,63,38,7
"708",22,2012," Homs",5,1,1,2,2147000,64,65,8
"709",22,2012," Homs",35,10,3,16,2147000,64,5,1
"710",23,2012," Homs",27,10,6,5,2147000,65,35,10
"711",24,2012," Homs",55,13,11,13,2147000,66,27,10
"712",25,2012," Homs",43,12,5,10,2147000,67,55,13
"713",26,2012," Homs",36,12,8,10,2147000,68,43,12
"714",27,2012," Homs",4,1,1,1,2147000,69,36,12
"715",27,2012," Homs",24,2,4,11,2147000,69,4,1
"716",28,2012," Homs",31,7,12,14,2147000,70,24,2
"717",29,2012," Homs",55,13,16,23,2147000,71,31,7
"718",30,2012," Homs",53,18,18,18,2147000,72,55,13
"719",31,2012," Homs",16,2,4,11,2147000,73,53,18
"720",31,2012," Homs",12,4,4,12,2147000,73,16,2
"721",32,2012," Homs",44,9,19,10,2147000,74,12,4
"722",33,2012," Homs",55,15,18,15,2147000,75,44,9
"723",34,2012," Homs",31,4,15,12,2147000,76,55,15
"724",35,2012," Homs",25,10,10,13,2147000,77,31,4
"725",36,2012," Homs",18,7,7,7,2147000,78,25,10
"726",37,2012," Homs",22,5,11,2,2147000,79,18,7
"727",38,2012," Homs",33,6,9,17,2147000,80,22,5
"728",39,2012," Homs",21,9,2,16,2147000,81,33,6
"729",40,2012," Homs",2,4,1,3,2147000,82,21,9
"730",40,2012," Homs",19,6,3,5,2147000,82,2,4
"731",41,2012," Homs",31,8,9,20,2147000,83,19,6
"732",42,2012," Homs",31,6,12,11,2147000,84,31,8
"733",43,2012," Homs",22,8,4,7,2147000,85,31,6
"734",44,2012," Homs",12,4,4,15,2147000,86,22,8
"735",44,2012," Homs",11,5,5,1,2147000,86,12,4
"736",45,2012," Homs",19,9,4,11,2147000,87,11,5
"737",46,2012," Homs",23,7,7,4,2147000,88,19,9
"738",47,2012," Homs",7,10,2,2,2147000,89,23,7
"739",48,2012," Homs",23,10,10,8,2147000,90,7,10
"740",12,2011," Idlib",0,0,0,0,2072000,1,NA,NA
"741",13,2011," Idlib",0,0,0,0,2072000,2,0,0
"742",14,2011," Idlib",0,0,0,0,2072000,3,0,0
"743",15,2011," Idlib",0,0,0,0,2072000,4,0,0
"744",16,2011," Idlib",0,0,0,0,2072000,5,0,0
"745",17,2011," Idlib",0,0,0,0,2072000,6,0,0
"746",18,2011," Idlib",0,0,0,0,2072000,7,0,0
"747",19,2011," Idlib",0,0,0,0,2072000,8,0,0
"748",20,2011," Idlib",0,0,0,0,2072000,9,0,0
"749",21,2011," Idlib",18,1,1,1,2072000,10,0,0
"750",22,2011," Idlib",0,0,0,0,2072000,11,18,1
"751",23,2011," Idlib",31,18,2,4,2072000,12,0,0
"752",24,2011," Idlib",0,0,0,0,2072000,13,31,18
"753",25,2011," Idlib",0,0,0,0,2072000,14,0,0
"754",26,2011," Idlib",0,0,0,0,2072000,15,0,0
"755",27,2011," Idlib",0,0,0,0,2072000,16,0,0
"756",28,2011," Idlib",0,0,0,0,2072000,17,0,0
"757",29,2011," Idlib",0,0,0,0,2072000,18,0,0
"758",30,2011," Idlib",0,0,0,0,2072000,19,0,0
"759",31,2011," Idlib",0,0,0,0,2072000,20,0,0
"760",32,2011," Idlib",0,0,0,0,2072000,21,0,0
"761",33,2011," Idlib",0,0,0,0,2072000,22,0,0
"762",34,2011," Idlib",0,0,0,0,2072000,23,0,0
"763",35,2011," Idlib",0,0,0,0,2072000,24,0,0
"764",36,2011," Idlib",8,1,2,3,2072000,25,0,0
"765",37,2011," Idlib",0,0,0,0,2072000,26,8,1
"766",38,2011," Idlib",0,0,0,0,2072000,27,0,0
"767",39,2011," Idlib",0,0,0,0,2072000,28,0,0
"768",40,2011," Idlib",0,0,0,0,2072000,29,0,0
"769",41,2011," Idlib",0,0,0,0,2072000,30,0,0
"770",42,2011," Idlib",0,0,0,0,2072000,31,0,0
"771",43,2011," Idlib",0,0,0,0,2072000,32,0,0
"772",44,2011," Idlib",0,0,0,0,2072000,33,0,0
"773",45,2011," Idlib",5,1,3,3,2072000,34,0,0
"774",46,2011," Idlib",10,5,4,3,2072000,35,5,1
"775",47,2011," Idlib",0,0,0,0,2072000,36,10,5
"776",48,2011," Idlib",0,0,0,0,2072000,37,0,0
"777",49,2011," Idlib",0,0,0,0,2072000,38,0,0
"778",50,2011," Idlib",13,1,1,6,2072000,39,0,0
"779",51,2011," Idlib",43,2,6,13,2072000,40,13,1
"780",52,2011," Idlib",0,0,0,0,2072000,41,43,2
"781",53,2011," Idlib",0,0,0,0,2072000,42,0,0
"782",1,2012," Idlib",0,0,0,0,2072000,43,0,0
"783",2,2012," Idlib",8,1,3,9,2072000,44,0,0
"784",3,2012," Idlib",17,3,2,3,2072000,45,8,1
"785",4,2012," Idlib",0,0,0,0,2072000,46,17,3
"786",5,2012," Idlib",9,3,2,1,2072000,47,0,0
"787",6,2012," Idlib",23,6,3,5,2072000,48,9,3
"788",7,2012," Idlib",25,8,3,3,2072000,49,23,6
"789",8,2012," Idlib",52,3,2,2,2072000,50,25,8
"790",9,2012," Idlib",28,5,4,1,2072000,51,52,3
"791",10,2012," Idlib",0,0,0,0,2072000,52,28,5
"792",11,2012," Idlib",78,2,8,14,2072000,53,0,0
"793",12,2012," Idlib",31,5,11,7,2072000,54,78,2
"794",13,2012," Idlib",0,0,0,0,2072000,55,31,5
"795",14,2012," Idlib",63,3,6,5,2072000,56,0,0
"796",15,2012," Idlib",36,1,3,5,2072000,57,63,3
"797",16,2012," Idlib",12,3,1,21,2072000,58,36,1
"798",17,2012," Idlib",15,2,6,2,2072000,59,12,3
"799",18,2012," Idlib",13,2,5,1,2072000,60,15,2
"800",19,2012," Idlib",7,1,2,6,2072000,61,13,2
"801",20,2012," Idlib",18,1,4,7,2072000,62,7,1
"802",21,2012," Idlib",0,0,0,0,2072000,63,18,1
"803",22,2012," Idlib",7,3,3,3,2072000,64,0,0
"804",23,2012," Idlib",16,2,7,6,2072000,65,7,3
"805",24,2012," Idlib",27,8,4,8,2072000,66,16,2
"806",25,2012," Idlib",7,4,2,3,2072000,67,27,8
"807",26,2012," Idlib",40,5,9,6,2072000,68,7,4
"808",27,2012," Idlib",0,0,0,0,2072000,69,40,5
"809",28,2012," Idlib",35,4,12,8,2072000,70,0,0
"810",29,2012," Idlib",39,4,13,12,2072000,71,35,4
"811",30,2012," Idlib",51,5,11,7,2072000,72,39,4
"812",31,2012," Idlib",22,3,8,5,2072000,73,51,5
"813",31,2012," Idlib",18,2,1,10,2072000,73,22,3
"814",32,2012," Idlib",61,2,19,21,2072000,74,18,2
"815",33,2012," Idlib",56,2,12,22,2072000,75,61,2
"816",34,2012," Idlib",59,1,21,6,2072000,76,56,2
"817",35,2012," Idlib",0,0,0,0,2072000,77,59,1
"818",36,2012," Idlib",33,1,12,19,2072000,78,0,0
"819",37,2012," Idlib",27,4,8,14,2072000,79,33,1
"820",38,2012," Idlib",55,1,25,6,2072000,80,27,4
"821",39,2012," Idlib",35,4,18,4,2072000,81,55,1
"822",40,2012," Idlib",6,1,2,2,2072000,82,35,4
"823",40,2012," Idlib",23,2,8,12,2072000,82,6,1
"824",41,2012," Idlib",78,1,26,35,2072000,83,23,2
"825",42,2012," Idlib",73,2,27,29,2072000,84,78,1
"826",43,2012," Idlib",47,5,13,21,2072000,85,73,2
"827",44,2012," Idlib",53,3,24,21,2072000,86,47,5
"828",45,2012," Idlib",111,8,38,24,2072000,87,53,3
"829",46,2012," Idlib",26,3,8,9,2072000,88,111,8
"830",47,2012," Idlib",14,3,5,18,2072000,89,26,3
"831",48,2012," Idlib",20,6,4,15,2072000,90,14,3
"832",12,2011," Lattakia",0,0,0,0,1229000,1,NA,NA
"833",13,2011," Lattakia",0,0,0,0,1229000,2,0,0
"834",14,2011," Lattakia",0,0,0,0,1229000,3,0,0
"835",15,2011," Lattakia",0,0,0,0,1229000,4,0,0
"836",16,2011," Lattakia",0,0,0,0,1229000,5,0,0
"837",17,2011," Lattakia",9,4,2,2,1229000,6,0,0
"838",18,2011," Lattakia",0,0,0,0,1229000,7,9,4
"839",19,2011," Lattakia",0,0,0,0,1229000,8,0,0
"840",20,2011," Lattakia",0,0,0,0,1229000,9,0,0
"841",21,2011," Lattakia",0,0,0,0,1229000,10,0,0
"842",22,2011," Lattakia",0,0,0,0,1229000,11,0,0
"843",23,2011," Lattakia",0,0,0,0,1229000,12,0,0
"844",24,2011," Lattakia",0,0,0,0,1229000,13,0,0
"845",25,2011," Lattakia",0,0,0,0,1229000,14,0,0
"846",26,2011," Lattakia",0,0,0,0,1229000,15,0,0
"847",27,2011," Lattakia",0,0,0,0,1229000,16,0,0
"848",28,2011," Lattakia",0,0,0,0,1229000,17,0,0
"849",29,2011," Lattakia",0,0,0,0,1229000,18,0,0
"850",30,2011," Lattakia",0,0,0,0,1229000,19,0,0
"851",31,2011," Lattakia",0,0,0,0,1229000,20,0,0
"852",32,2011," Lattakia",0,0,0,0,1229000,21,0,0
"853",33,2011," Lattakia",0,0,0,0,1229000,22,0,0
"854",34,2011," Lattakia",0,0,0,0,1229000,23,0,0
"855",35,2011," Lattakia",0,0,0,0,1229000,24,0,0
"856",36,2011," Lattakia",0,0,0,0,1229000,25,0,0
"857",37,2011," Lattakia",0,0,0,0,1229000,26,0,0
"858",38,2011," Lattakia",0,0,0,0,1229000,27,0,0
"859",39,2011," Lattakia",0,0,0,0,1229000,28,0,0
"860",40,2011," Lattakia",0,0,0,0,1229000,29,0,0
"861",41,2011," Lattakia",0,0,0,0,1229000,30,0,0
"862",42,2011," Lattakia",0,0,0,0,1229000,31,0,0
"863",43,2011," Lattakia",0,0,0,0,1229000,32,0,0
"864",44,2011," Lattakia",0,0,0,0,1229000,33,0,0
"865",45,2011," Lattakia",0,0,0,0,1229000,34,0,0
"866",46,2011," Lattakia",0,0,0,0,1229000,35,0,0
"867",47,2011," Lattakia",0,0,0,0,1229000,36,0,0
"868",48,2011," Lattakia",0,0,0,0,1229000,37,0,0
"869",49,2011," Lattakia",0,0,0,0,1229000,38,0,0
"870",50,2011," Lattakia",0,0,0,0,1229000,39,0,0
"871",51,2011," Lattakia",0,0,0,0,1229000,40,0,0
"872",52,2011," Lattakia",0,0,0,0,1229000,41,0,0
"873",53,2011," Lattakia",0,0,0,0,1229000,42,0,0
"874",1,2012," Lattakia",0,0,0,0,1229000,43,0,0
"875",2,2012," Lattakia",0,0,0,0,1229000,44,0,0
"876",3,2012," Lattakia",0,0,0,0,1229000,45,0,0
"877",4,2012," Lattakia",0,0,0,0,1229000,46,0,0
"878",5,2012," Lattakia",0,0,0,0,1229000,47,0,0
"879",6,2012," Lattakia",0,0,0,0,1229000,48,0,0
"880",7,2012," Lattakia",0,0,0,0,1229000,49,0,0
"881",8,2012," Lattakia",0,0,0,0,1229000,50,0,0
"882",9,2012," Lattakia",0,0,0,0,1229000,51,0,0
"883",10,2012," Lattakia",0,0,0,0,1229000,52,0,0
"884",11,2012," Lattakia",0,0,0,0,1229000,53,0,0
"885",12,2012," Lattakia",0,0,0,0,1229000,54,0,0
"886",13,2012," Lattakia",0,0,0,0,1229000,55,0,0
"887",14,2012," Lattakia",0,0,0,0,1229000,56,0,0
"888",15,2012," Lattakia",0,0,0,0,1229000,57,0,0
"889",16,2012," Lattakia",0,0,0,0,1229000,58,0,0
"890",17,2012," Lattakia",0,0,0,0,1229000,59,0,0
"891",18,2012," Lattakia",0,0,0,0,1229000,60,0,0
"892",19,2012," Lattakia",0,0,0,0,1229000,61,0,0
"893",20,2012," Lattakia",0,0,0,0,1229000,62,0,0
"894",21,2012," Lattakia",1,9,1,1,1229000,63,0,0
"895",22,2012," Lattakia",0,0,0,0,1229000,64,1,9
"896",23,2012," Lattakia",22,14,3,4,1229000,65,0,0
"897",24,2012," Lattakia",12,20,6,2,1229000,66,22,14
"898",25,2012," Lattakia",7,10,1,2,1229000,67,12,20
"899",26,2012," Lattakia",0,0,0,0,1229000,68,7,10
"900",27,2012," Lattakia",0,0,0,0,1229000,69,0,0
"901",28,2012," Lattakia",0,0,0,0,1229000,70,0,0
"902",29,2012," Lattakia",0,0,0,0,1229000,71,0,0
"903",30,2012," Lattakia",0,0,0,0,1229000,72,0,0
"904",31,2012," Lattakia",0,0,0,0,1229000,73,0,0
"905",32,2012," Lattakia",7,17,3,2,1229000,74,0,0
"906",33,2012," Lattakia",3,13,1,1,1229000,75,7,17
"907",34,2012," Lattakia",3,9,1,2,1229000,76,3,13
"908",35,2012," Lattakia",4,16,1,5,1229000,77,3,9
"909",36,2012," Lattakia",15,10,2,6,1229000,78,4,16
"910",37,2012," Lattakia",0,0,0,0,1229000,79,15,10
"911",38,2012," Lattakia",2,5,1,1,1229000,80,0,0
"912",39,2012," Lattakia",0,0,0,0,1229000,81,2,5
"913",40,2012," Lattakia",0,0,0,0,1229000,82,0,0
"914",41,2012," Lattakia",3,21,1,7,1229000,83,0,0
"915",42,2012," Lattakia",4,13,1,8,1229000,84,3,21
"916",43,2012," Lattakia",0,0,0,0,1229000,85,4,13
"917",44,2012," Lattakia",0,0,0,0,1229000,86,0,0
"918",45,2012," Lattakia",4,9,2,1,1229000,87,0,0
"919",46,2012," Lattakia",0,0,0,0,1229000,88,4,9
"920",47,2012," Lattakia",0,0,0,0,1229000,89,0,0
"921",48,2012," Lattakia",0,0,0,0,1229000,90,0,0
"922",12,2011," Quneitra",0,0,0,0,489000,1,NA,NA
"923",13,2011," Quneitra",0,0,0,0,489000,2,0,0
"924",14,2011," Quneitra",0,0,0,0,489000,3,0,0
"925",15,2011," Quneitra",0,0,0,0,489000,4,0,0
"926",16,2011," Quneitra",0,0,0,0,489000,5,0,0
"927",17,2011," Quneitra",0,0,0,0,489000,6,0,0
"928",18,2011," Quneitra",0,0,0,0,489000,7,0,0
"929",19,2011," Quneitra",0,0,0,0,489000,8,0,0
"930",20,2011," Quneitra",0,0,0,0,489000,9,0,0
"931",21,2011," Quneitra",0,0,0,0,489000,10,0,0
"932",22,2011," Quneitra",0,0,0,0,489000,11,0,0
"933",23,2011," Quneitra",0,0,0,0,489000,12,0,0
"934",24,2011," Quneitra",0,0,0,0,489000,13,0,0
"935",25,2011," Quneitra",0,0,0,0,489000,14,0,0
"936",26,2011," Quneitra",0,0,0,0,489000,15,0,0
"937",27,2011," Quneitra",0,0,0,0,489000,16,0,0
"938",28,2011," Quneitra",0,0,0,0,489000,17,0,0
"939",29,2011," Quneitra",0,0,0,0,489000,18,0,0
"940",30,2011," Quneitra",0,0,0,0,489000,19,0,0
"941",31,2011," Quneitra",0,0,0,0,489000,20,0,0
"942",32,2011," Quneitra",0,0,0,0,489000,21,0,0
"943",33,2011," Quneitra",0,0,0,0,489000,22,0,0
"944",34,2011," Quneitra",0,0,0,0,489000,23,0,0
"945",35,2011," Quneitra",0,0,0,0,489000,24,0,0
"946",36,2011," Quneitra",0,0,0,0,489000,25,0,0
"947",37,2011," Quneitra",0,0,0,0,489000,26,0,0
"948",38,2011," Quneitra",0,0,0,0,489000,27,0,0
"949",39,2011," Quneitra",0,0,0,0,489000,28,0,0
"950",40,2011," Quneitra",0,0,0,0,489000,29,0,0
"951",41,2011," Quneitra",0,0,0,0,489000,30,0,0
"952",42,2011," Quneitra",0,0,0,0,489000,31,0,0
"953",43,2011," Quneitra",0,0,0,0,489000,32,0,0
"954",44,2011," Quneitra",0,0,0,0,489000,33,0,0
"955",45,2011," Quneitra",0,0,0,0,489000,34,0,0
"956",46,2011," Quneitra",0,0,0,0,489000,35,0,0
"957",47,2011," Quneitra",0,0,0,0,489000,36,0,0
"958",48,2011," Quneitra",0,0,0,0,489000,37,0,0
"959",49,2011," Quneitra",0,0,0,0,489000,38,0,0
"960",50,2011," Quneitra",0,0,0,0,489000,39,0,0
"961",51,2011," Quneitra",0,0,0,0,489000,40,0,0
"962",52,2011," Quneitra",0,0,0,0,489000,41,0,0
"963",53,2011," Quneitra",0,0,0,0,489000,42,0,0
"964",1,2012," Quneitra",0,0,0,0,489000,43,0,0
"965",2,2012," Quneitra",0,0,0,0,489000,44,0,0
"966",3,2012," Quneitra",0,0,0,0,489000,45,0,0
"967",4,2012," Quneitra",0,0,0,0,489000,46,0,0
"968",5,2012," Quneitra",0,0,0,0,489000,47,0,0
"969",6,2012," Quneitra",0,0,0,0,489000,48,0,0
"970",7,2012," Quneitra",0,0,0,0,489000,49,0,0
"971",8,2012," Quneitra",0,0,0,0,489000,50,0,0
"972",9,2012," Quneitra",0,0,0,0,489000,51,0,0
"973",10,2012," Quneitra",0,0,0,0,489000,52,0,0
"974",11,2012," Quneitra",0,0,0,0,489000,53,0,0
"975",12,2012," Quneitra",0,0,0,0,489000,54,0,0
"976",13,2012," Quneitra",0,0,0,0,489000,55,0,0
"977",14,2012," Quneitra",0,0,0,0,489000,56,0,0
"978",15,2012," Quneitra",0,0,0,0,489000,57,0,0
"979",16,2012," Quneitra",0,0,0,0,489000,58,0,0
"980",17,2012," Quneitra",0,0,0,0,489000,59,0,0
"981",18,2012," Quneitra",0,0,0,0,489000,60,0,0
"982",19,2012," Quneitra",0,0,0,0,489000,61,0,0
"983",20,2012," Quneitra",0,0,0,0,489000,62,0,0
"984",21,2012," Quneitra",0,0,0,0,489000,63,0,0
"985",22,2012," Quneitra",0,0,0,0,489000,64,0,0
"986",23,2012," Quneitra",0,0,0,0,489000,65,0,0
"987",24,2012," Quneitra",0,0,0,0,489000,66,0,0
"988",25,2012," Quneitra",0,0,0,0,489000,67,0,0
"989",26,2012," Quneitra",0,0,0,0,489000,68,0,0
"990",27,2012," Quneitra",0,0,0,0,489000,69,0,0
"991",28,2012," Quneitra",0,0,0,0,489000,70,0,0
"992",29,2012," Quneitra",0,0,0,0,489000,71,0,0
"993",30,2012," Quneitra",0,0,0,0,489000,72,0,0
"994",31,2012," Quneitra",0,0,0,0,489000,73,0,0
"995",32,2012," Quneitra",0,0,0,0,489000,74,0,0
"996",33,2012," Quneitra",0,0,0,0,489000,75,0,0
"997",34,2012," Quneitra",0,0,0,0,489000,76,0,0
"998",35,2012," Quneitra",0,0,0,0,489000,77,0,0
"999",36,2012," Quneitra",0,0,0,0,489000,78,0,0
"1000",37,2012," Quneitra",0,0,0,0,489000,79,0,0
"1001",38,2012," Quneitra",0,0,0,0,489000,80,0,0
"1002",39,2012," Quneitra",0,0,0,0,489000,81,0,0
"1003",40,2012," Quneitra",0,0,0,0,489000,82,0,0
"1004",41,2012," Quneitra",0,0,0,0,489000,83,0,0
"1005",42,2012," Quneitra",0,0,0,0,489000,84,0,0
"1006",43,2012," Quneitra",0,0,0,0,489000,85,0,0
"1007",44,2012," Quneitra",0,0,0,0,489000,86,0,0
"1008",45,2012," Quneitra",0,0,0,0,489000,87,0,0
"1009",46,2012," Quneitra",0,0,0,0,489000,88,0,0
"1010",47,2012," Quneitra",3,1,1,2,489000,89,0,0
"1011",48,2012," Quneitra",0,0,0,0,489000,90,3,1
"1012",12,2011," Raqqa",0,0,0,0,1008000,1,NA,NA
"1013",13,2011," Raqqa",0,0,0,0,1008000,2,0,0
"1014",14,2011," Raqqa",0,0,0,0,1008000,3,0,0
"1015",15,2011," Raqqa",0,0,0,0,1008000,4,0,0
"1016",16,2011," Raqqa",0,0,0,0,1008000,5,0,0
"1017",17,2011," Raqqa",0,0,0,0,1008000,6,0,0
"1018",18,2011," Raqqa",0,0,0,0,1008000,7,0,0
"1019",19,2011," Raqqa",0,0,0,0,1008000,8,0,0
"1020",20,2011," Raqqa",0,0,0,0,1008000,9,0,0
"1021",21,2011," Raqqa",0,0,0,0,1008000,10,0,0
"1022",22,2011," Raqqa",0,0,0,0,1008000,11,0,0
"1023",23,2011," Raqqa",0,0,0,0,1008000,12,0,0
"1024",24,2011," Raqqa",0,0,0,0,1008000,13,0,0
"1025",25,2011," Raqqa",0,0,0,0,1008000,14,0,0
"1026",26,2011," Raqqa",0,0,0,0,1008000,15,0,0
"1027",27,2011," Raqqa",0,0,0,0,1008000,16,0,0
"1028",28,2011," Raqqa",0,0,0,0,1008000,17,0,0
"1029",29,2011," Raqqa",0,0,0,0,1008000,18,0,0
"1030",30,2011," Raqqa",0,0,0,0,1008000,19,0,0
"1031",31,2011," Raqqa",0,0,0,0,1008000,20,0,0
"1032",32,2011," Raqqa",0,0,0,0,1008000,21,0,0
"1033",33,2011," Raqqa",0,0,0,0,1008000,22,0,0
"1034",34,2011," Raqqa",0,0,0,0,1008000,23,0,0
"1035",35,2011," Raqqa",0,0,0,0,1008000,24,0,0
"1036",36,2011," Raqqa",0,0,0,0,1008000,25,0,0
"1037",37,2011," Raqqa",0,0,0,0,1008000,26,0,0
"1038",38,2011," Raqqa",0,0,0,0,1008000,27,0,0
"1039",39,2011," Raqqa",0,0,0,0,1008000,28,0,0
"1040",40,2011," Raqqa",0,0,0,0,1008000,29,0,0
"1041",41,2011," Raqqa",0,0,0,0,1008000,30,0,0
"1042",42,2011," Raqqa",0,0,0,0,1008000,31,0,0
"1043",43,2011," Raqqa",0,0,0,0,1008000,32,0,0
"1044",44,2011," Raqqa",0,0,0,0,1008000,33,0,0
"1045",45,2011," Raqqa",0,0,0,0,1008000,34,0,0
"1046",46,2011," Raqqa",0,0,0,0,1008000,35,0,0
"1047",47,2011," Raqqa",0,0,0,0,1008000,36,0,0
"1048",48,2011," Raqqa",0,0,0,0,1008000,37,0,0
"1049",49,2011," Raqqa",0,0,0,0,1008000,38,0,0
"1050",50,2011," Raqqa",0,0,0,0,1008000,39,0,0
"1051",51,2011," Raqqa",0,0,0,0,1008000,40,0,0
"1052",52,2011," Raqqa",0,0,0,0,1008000,41,0,0
"1053",53,2011," Raqqa",0,0,0,0,1008000,42,0,0
"1054",1,2012," Raqqa",0,0,0,0,1008000,43,0,0
"1055",2,2012," Raqqa",0,0,0,0,1008000,44,0,0
"1056",3,2012," Raqqa",0,0,0,0,1008000,45,0,0
"1057",4,2012," Raqqa",1,1,1,1,1008000,46,0,0
"1058",5,2012," Raqqa",0,0,0,0,1008000,47,1,1
"1059",6,2012," Raqqa",0,0,0,0,1008000,48,0,0
"1060",7,2012," Raqqa",0,0,0,0,1008000,49,0,0
"1061",8,2012," Raqqa",0,0,0,0,1008000,50,0,0
"1062",9,2012," Raqqa",0,0,0,0,1008000,51,0,0
"1063",10,2012," Raqqa",0,0,0,0,1008000,52,0,0
"1064",11,2012," Raqqa",0,0,0,0,1008000,53,0,0
"1065",12,2012," Raqqa",0,0,0,0,1008000,54,0,0
"1066",13,2012," Raqqa",0,0,0,0,1008000,55,0,0
"1067",14,2012," Raqqa",0,0,0,0,1008000,56,0,0
"1068",15,2012," Raqqa",0,0,0,0,1008000,57,0,0
"1069",16,2012," Raqqa",0,0,0,0,1008000,58,0,0
"1070",17,2012," Raqqa",0,0,0,0,1008000,59,0,0
"1071",18,2012," Raqqa",0,0,0,0,1008000,60,0,0
"1072",19,2012," Raqqa",0,0,0,0,1008000,61,0,0
"1073",20,2012," Raqqa",0,0,0,0,1008000,62,0,0
"1074",21,2012," Raqqa",0,0,0,0,1008000,63,0,0
"1075",22,2012," Raqqa",0,0,0,0,1008000,64,0,0
"1076",23,2012," Raqqa",0,0,0,0,1008000,65,0,0
"1077",24,2012," Raqqa",0,0,0,0,1008000,66,0,0
"1078",25,2012," Raqqa",0,0,0,0,1008000,67,0,0
"1079",26,2012," Raqqa",0,0,0,0,1008000,68,0,0
"1080",27,2012," Raqqa",0,0,0,0,1008000,69,0,0
"1081",28,2012," Raqqa",0,0,0,0,1008000,70,0,0
"1082",29,2012," Raqqa",0,0,0,0,1008000,71,0,0
"1083",30,2012," Raqqa",0,0,0,0,1008000,72,0,0
"1084",31,2012," Raqqa",0,0,0,0,1008000,73,0,0
"1085",32,2012," Raqqa",0,0,0,0,1008000,74,0,0
"1086",33,2012," Raqqa",0,0,0,0,1008000,75,0,0
"1087",34,2012," Raqqa",0,0,0,0,1008000,76,0,0
"1088",35,2012," Raqqa",0,0,0,0,1008000,77,0,0
"1089",36,2012," Raqqa",0,0,0,0,1008000,78,0,0
"1090",37,2012," Raqqa",0,0,0,0,1008000,79,0,0
"1091",38,2012," Raqqa",0,0,0,0,1008000,80,0,0
"1092",39,2012," Raqqa",2,1,2,1,1008000,81,0,0
"1093",40,2012," Raqqa",0,0,0,0,1008000,82,2,1
"1094",41,2012," Raqqa",0,0,0,0,1008000,83,0,0
"1095",42,2012," Raqqa",3,2,1,3,1008000,84,0,0
