"","Status","Sex","Province","Area","Date.of.death","Cause.of.death","Province2"
"13652"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-24," Shelling","Rif Dimashq"
"13653"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-24," Shooting","Rif Dimashq"
"13654"," Civilian"," Adult - Female"," Damascus Suburbs"," Zamalka",2012-09-23," Shelling","Rif Dimashq"
"13655"," Civilian"," Adult - Male"," Hama"," Al-jalaa neighborhood",2012-09-23," Shooting","Hamah"
"13656"," Civilian"," Adult - Male"," Hama"," Arbaeen neighborhood",2012-09-23," Shooting","Hamah"
"13657"," Civilian"," Child - Female"," Aleppo"," ",2012-09-23," Shooting","Aleppo"
"13658"," Civilian"," Adult - Male"," Idlib"," Saraqeb",2012-09-23," Shooting","Idlib"
"13659"," Civilian"," Adult - Male"," Homs"," Ghanto",2012-09-23," Shooting","Hims"
"13660"," Civilian"," Adult - Male"," Aleppo"," Kafar Nouran",2012-09-23," Warplane shelling","Aleppo"
"13661"," Civilian"," Adult - Female"," Aleppo"," Al-abzamow",2012-09-23," Shelling","Aleppo"
"13662"," Civilian"," Adult - Female"," Idlib"," Al-bayaaeih village",2012-09-23," Warplane shelling","Idlib"
"13663"," Civilian"," Child - Male"," Idlib"," Al-bayaaeih village",2012-09-23," Shelling","Idlib"
"13664"," Civilian"," Adult - Male"," Hama"," Al-Tuwini",2012-09-23," Shooting","Hamah"
"13665"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-09-23," Shooting","Hims"
"13666"," Civilian"," Adult - Male"," Damascus Suburbs"," Kanaker",2012-09-23," Shooting","Rif Dimashq"
"13667"," Civilian"," Adult - Male"," Damascus"," Qaboun",2012-09-23," Shooting","Damascus"
"13668"," Civilian"," Adult - Male"," Idlib"," Al-Zawia Mount: Rami",2012-09-23," Field Execution","Idlib"
"13669"," Civilian"," Adult - Male"," Aleppo"," Masharqah",2012-09-23," Shooting","Aleppo"
"13670"," Civilian"," Adult - Male"," Aleppo"," Al-shaar",2012-09-23," Shelling","Aleppo"
"13671"," Civilian"," Adult - Male"," Aleppo"," Al-helek",2012-09-23," Shelling","Aleppo"
"13672"," Civilian"," Adult - Male"," Aleppo"," Qoubtan Al-jabal",2012-09-23," Shelling","Aleppo"
"13673"," Non-Civilian"," Adult - Male"," Damascus"," Yaroumk Camp",2012-09-23," Shooting","Damascus"
"13674"," Civilian"," Adult - Male"," Daraa"," Al-mataayah",2012-09-23," Shelling","Dar`a"
"13675"," Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2012-09-23," Shooting","Rif Dimashq"
"13676"," Civilian"," Adult - Female"," Damascus Suburbs"," Yabroud",2012-09-23," Shelling","Rif Dimashq"
"13677"," Civilian"," Child - Male"," Hama"," Abo Remal village",2012-09-23," Warplane shelling","Hamah"
"13678"," Civilian"," Adult - Male"," Hama"," Hilfaya",2012-09-23," Detention - Torture","Hamah"
"13679"," Civilian"," Adult - Male"," Damascus"," ",2012-09-23," Shooting","Damascus"
"13680"," Civilian"," Adult - Male"," Damascus"," Qadam",2012-09-23," Detention - Execution","Damascus"
"13681"," Non-Civilian"," Adult - Male"," Aleppo"," Atareb",2012-09-23," Shooting","Aleppo"
"13682"," Civilian"," Adult - Male"," Hama"," Arbaeen neighborhood",2012-09-25," Shooting","Hamah"
"13683"," Civilian"," Adult - Male"," Aleppo"," Qarleq",2012-09-25," Shelling","Aleppo"
"13684"," Civilian"," Adult - Male"," Deir Ezzor"," Alkosoor neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13685"," Civilian"," Adult - Male"," Deir Ezzor"," َQusour neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13686"," Civilian"," Adult - Male"," Deir Ezzor"," Qusour neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13687"," Civilian"," Adult - Male"," Deir Ezzor"," Qusour Neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13688"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-24," Shooting","Aleppo"
"13689"," Civilian"," Adult - Male"," Damascus"," Shaghour",2012-09-24," Shooting","Damascus"
"13690"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-24," Shelling","Rif Dimashq"
"13691"," Civilian"," Adult - Male"," Damascus Suburbs"," Sbeinei",2012-09-24," Field Execution","Rif Dimashq"
"13692"," Civilian"," Adult - Female"," Damascus"," Joubar",2012-09-24," Shooting","Damascus"
"13693"," Civilian"," Adult - Male"," Damascus Suburbs"," Sbeinei",2012-09-24," Field Execution","Rif Dimashq"
"13694"," Civilian"," Adult - Male"," Daraa"," ",2012-09-24," Shooting","Dar`a"
"13695"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-24," Warplane shelling","Aleppo"
"13696"," Civilian"," Adult - Male"," Aleppo"," Marea",2012-09-24," Warplane shelling","Aleppo"
"13697"," Civilian"," Child - Male"," Aleppo"," Al-abzamow",2012-09-24," Shelling","Aleppo"
"13698"," Civilian"," Adult - Male"," Damascus"," Barzeh",2012-09-24," Shooting","Damascus"
"13699"," Civilian"," Adult - Male"," Daraa"," Ibta'a",2012-09-24," Field Execution","Dar`a"
"13700"," Civilian"," Child - Female"," Aleppo"," Maadi",2012-09-24," Warplane shelling","Aleppo"
"13701"," Civilian"," Child - Female"," Aleppo"," Maadi",2012-09-24," Warplane shelling","Aleppo"
"13702"," Civilian"," Adult - Male"," Daraa"," Ibtaa",2012-09-24," Field Execution","Dar`a"
"13703"," Civilian"," Adult - Male"," Daraa"," Ibtaa",2012-09-24," Field Execution","Dar`a"
"13704"," Civilian"," Adult - Female"," Aleppo"," Zabdiah",2012-09-24," Warplane shelling","Aleppo"
"13705"," Civilian"," Adult - Female"," Aleppo"," Ba'eedeen",2012-09-24," Shelling","Aleppo"
"13706"," Non-Civilian"," Adult - Male"," Aleppo"," Akhtareen",2012-09-24," Shooting","Aleppo"
"13707"," Civilian"," Adult - Male"," Damascus"," Shaghour",2012-09-24," Shooting","Damascus"
"13708"," Civilian"," Adult - Male"," Damascus Suburbs"," Hfer Fuqa",2012-09-24," Shooting","Rif Dimashq"
"13709"," Civilian"," Adult - Male"," Daraa"," Ibtaa",2012-09-24," Field Execution","Dar`a"
"13710"," Civilian"," Adult - Female"," Aleppo"," Zabdeyah",2012-09-24," Warplane shelling","Aleppo"
"13711"," Civilian"," Adult - Male"," Aleppo"," Souliman Al-halabi",2012-09-24," Shooting","Aleppo"
"13712"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamiyeh",2012-09-24," Field Execution","Rif Dimashq"
"13713"," Civilian"," Child - Female"," Daraa"," Daeel",2012-09-24," Shooting","Dar`a"
"13714"," Civilian"," Adult - Male"," Homs"," Qusair",2012-09-24," Detention - Torture","Hims"
"13715"," Non-Civilian"," Adult - Male"," Daraa"," Khirbet Ghazaleh::Kateebah",2012-09-24," Shooting","Dar`a"
"13716"," Civilian"," Adult - Male"," Lattakia"," Bustan Rihan",2012-09-24," Detention - Torture - Execution","Lattakia"
"13717"," Non-Civilian"," Adult - Male"," Daraa"," Almtaaah",2012-09-24," Shelling","Dar`a"
"13718"," Non-Civilian"," Adult - Male"," Homs"," Deir Baalba",2012-09-24," Detention - Torture","Hims"
"13719"," Civilian"," Adult - Male"," Damascus Suburbs"," Zyabyeih",2012-09-24," Shelling","Rif Dimashq"
"13720"," Non-Civilian"," Adult - Male"," Aleppo"," Tal Refaat",2012-09-24," Shooting","Aleppo"
"13721"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-24," Shelling","Dayr Az Zawr"
"13722"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-24," Shelling","Rif Dimashq"
"13723"," Civilian"," Adult - Male"," Damascus Suburbs"," Sbeineih",2012-09-24," Field Execution","Rif Dimashq"
"13724"," Civilian"," Child - Male"," Damascus Suburbs"," Harasta",2012-09-24," Shooting","Rif Dimashq"
"13725"," Civilian"," Adult - Male"," Damascus Suburbs"," Sbaineh",2012-09-24," Field Execution","Rif Dimashq"
"13726"," Civilian"," Adult - Male"," Hama"," Sharia'a",2012-09-24," Detention - Execution","Hamah"
"13727"," Non-Civilian"," Adult - Male"," Idlib"," Maaret Masreen",2012-09-24," Shooting","Idlib"
"13728"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-24," Shelling","Rif Dimashq"
"13729"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-24," Shelling","Dayr Az Zawr"
"13730"," Civilian"," Adult - Male"," Hama"," ",2012-09-25," Shooting","Hamah"
"13731"," Civilian"," Adult - Male"," Aleppo"," Fayed",2012-09-25," Shelling","Aleppo"
"13732"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Jbaila",2012-09-25," Field Execution","Dayr Az Zawr"
"13733"," Civilian"," Child - Male"," Aleppo"," Al-Bab Taareq",2012-09-25," Shooting","Aleppo"
"13734"," Civilian"," Adult - Male"," Aleppo"," Izaz",2012-09-25," Shelling","Aleppo"
"13735"," Civilian"," Adult - Male"," Damascus Suburbs"," Daraya",2012-09-25," Shooting","Rif Dimashq"
"13736"," Non-Civilian"," Adult - Male"," Daraa"," Teiha",2012-09-25," Shooting","Dar`a"
"13737"," Civilian"," Adult - Male"," Daraa"," Hara",2012-09-25," Shelling","Dar`a"
"13738"," Non-Civilian"," Adult - Male"," Homs"," Jobar",2012-09-25," Shooting","Hims"
"13739"," Civilian"," Adult - Male"," Homs"," Qosair",2012-09-25," Detention - Torture","Hims"
"13740"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-25," Shooting","Rif Dimashq"
"13741"," Civilian"," Adult - Male"," Damascus Suburbs"," Yalda",2012-09-25," Field Execution","Rif Dimashq"
"13742"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Jora",2012-09-25," Field Execution","Dayr Az Zawr"
"13743"," Civilian"," Adult - Male"," Deir Ezzor"," Jora",2012-09-25," Field Execution","Dayr Az Zawr"
"13744"," Civilian"," Adult - Male"," Deir Ezzor"," Jora",2012-09-25," Field Execution","Dayr Az Zawr"
"13745"," Civilian"," Adult - Male"," Deir Ezzor"," Jora",2012-09-25," Field Execution","Dayr Az Zawr"
"13746"," Civilian"," Adult - Male"," Deir Ezzor"," Alkosoor neighborhood",2012-09-25," Field Execution","Dayr Az Zawr"
"13747"," Civilian"," Adult - Male"," Aleppo"," Al-naqarin",2012-09-25," Shelling","Aleppo"
"13748"," Civilian"," Adult - Male"," Daraa"," Tareeq Al-Sad",2012-09-25," Shooting","Dar`a"
"13749"," Civilian"," Adult - Male"," Deir Ezzor"," Jubaeleh",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13750"," Civilian"," Adult - Male"," Idlib"," Tal Khanezeir",2012-09-25," Warplane shelling","Idlib"
"13751"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shelling","Aleppo"
"13752"," Civilian"," Adult - Male"," Deir Ezzor"," Jubaileh",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13753"," Civilian"," Adult - Female"," Idlib"," Jisr Al-Shoghour: Ein al-Barda",2012-09-25," Shelling","Idlib"
"13754"," Civilian"," Adult - Male"," Idlib"," ",2012-09-25," Shelling","Idlib"
"13755"," Non-Civilian"," Adult - Male"," Daraa"," Deir Al-bakhet",2012-09-25," Shooting","Dar`a"
"13756"," Non-Civilian"," Adult - Male"," Quneitra"," Hamideia",2012-09-25," Shooting","Quneitra"
"13757"," Non-Civilian"," Adult - Male"," Quneitra"," Hamideia",2012-09-25," Shooting","Quneitra"
"13758"," Non-Civilian"," Adult - Male"," Quneitra"," Hamideia",2012-09-25," Shooting","Quneitra"
"13759"," Civilian"," Child - Male"," Damascus Suburbs"," Muadamia",2012-09-25," Shelling","Rif Dimashq"
"13760"," Civilian"," Adult - Female"," Daraa"," Shekh Meskeen",2012-09-25," Shelling","Dar`a"
"13761"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-25," Warplane shelling","Rif Dimashq"
"13762"," Civilian"," Adult - Male"," Aleppo"," Sukari",2012-09-25," Shelling","Aleppo"
"13763"," Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2012-09-25," Shooting","Rif Dimashq"
"13764"," Civilian"," Adult - Male"," Damascus Suburbs"," Adra",2012-09-25," Field Execution","Rif Dimashq"
"13765"," Civilian"," Adult - Male"," Deir Ezzor"," Joura",2012-09-25," Field Execution","Dayr Az Zawr"
"13766"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Erbeen",2012-09-25," Shooting","Rif Dimashq"
"13767"," Civilian"," Adult - Male"," Aleppo"," Al-naqarin",2012-09-25," Warplane shelling","Aleppo"
"13768"," Civilian"," Adult - Male"," Damascus Suburbs"," Sayeda Zainab",2012-09-25," Field Execution","Rif Dimashq"
"13769"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Zyabyeih",2012-09-25," Shooting","Rif Dimashq"
"13770"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Aqraba",2012-09-25," Shooting","Rif Dimashq"
"13771"," Civilian"," Adult - Male"," Damascus Suburbs"," Sayeda Zainab",2012-09-25," Shooting","Rif Dimashq"
"13772"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Sayeda Zainab",2012-09-25," Shooting","Rif Dimashq"
"13773"," Civilian"," Adult - Male"," Damascus Suburbs"," Sbeineih",2012-09-25," Field Execution","Rif Dimashq"
"13774"," Civilian"," Adult - Male"," Damascus Suburbs"," Sbeineih",2012-09-25," Field Execution","Rif Dimashq"
"13775"," Civilian"," Adult - Male"," Damascus Suburbs"," Erbeen",2012-09-25," Shelling","Rif Dimashq"
"13776"," Non-Civilian"," Adult - Male"," Idlib"," Jabal Zawyeh : Ibleen",2012-09-25," Shooting","Idlib"
"13777"," Civilian"," Adult - Female"," Aleppo"," Zebdyeih",2012-09-25," Shooting","Aleppo"
"13778"," Civilian"," Adult - Female"," Damascus"," Barzeh",2012-09-26," Field Execution","Damascus"
"13779"," Civilian"," Child - Male"," Deir Ezzor"," ",2012-09-26," Shelling","Dayr Az Zawr"
"13780"," Civilian"," Child - Male"," Deir Ezzor"," Mohasan",2012-09-26," Shelling","Dayr Az Zawr"
"13781"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-09-26," Shooting","Hims"
"13782"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-09-26," Shooting","Hims"
"13783"," Civilian"," Adult - Male"," Deir Ezzor"," Mohasan",2012-09-26," Shelling","Dayr Az Zawr"
"13784"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Shelling","Dayr Az Zawr"
"13785"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Shelling","Dayr Az Zawr"
"13786"," Civilian"," Adult - Male"," Hama"," Sahel al-Ghab",2012-09-26," Field Execution","Hamah"
"13787"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-26," Warplane shelling","Rif Dimashq"
"13788"," Civilian"," Adult - Female"," Damascus Suburbs"," Douma",2012-09-26," Warplane shelling","Rif Dimashq"
"13789"," Civilian"," Adult - Male"," Aleppo"," Amreih neighborhood",2012-09-26," Shooting","Aleppo"
"13790"," Civilian"," Child - Female"," Deir Ezzor"," Bokamal",2012-09-26," Warplane shelling","Dayr Az Zawr"
"13791"," Civilian"," Adult - Female"," Damascus Suburbs"," Douma",2012-09-26," Shelling","Rif Dimashq"
"13792"," Civilian"," Adult - Female"," Damascus Suburbs"," Douma",2012-09-26," Shelling","Rif Dimashq"
"13793"," Civilian"," Adult - Male"," Deir Ezzor"," Jubaileh",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13794"," Civilian"," Adult - Male"," Aleppo"," Al-naqarin road",2012-09-25," Shelling","Aleppo"
"13795"," Civilian"," Adult - Male"," Aleppo"," Bab Antakya",2012-09-25," Shelling","Aleppo"
"13796"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shelling","Aleppo"
"13797"," Civilian"," Child - Male"," Aleppo"," Tawwamah town",2012-09-25," Shelling","Aleppo"
"13798"," Non-Civilian"," Adult - Male"," Quneitra"," Jbata Kashab",2012-09-25," Shooting","Quneitra"
"13799"," Civilian"," Child - Male"," Daraa"," Al-Kateeba",2012-09-25," Shelling","Dar`a"
"13800"," Civilian"," Adult - Male"," Deir Ezzor"," Kusour neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13801"," Civilian"," Adult - Male"," Damascus Suburbs"," Zabadany",2012-09-25," Shooting","Rif Dimashq"
"13802"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shooting","Aleppo"
"13803"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shooting","Aleppo"
"13804"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shooting","Aleppo"
"13805"," Civilian"," Adult - Female"," Deir Ezzor"," Qusour Neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13806"," Civilian"," Adult - Male"," Deir Ezzor"," Qusour Neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13807"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-25," Shooting","Dayr Az Zawr"
"13808"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shooting","Aleppo"
"13809"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shooting","Aleppo"
"13810"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-25," Field Execution","Dayr Az Zawr"
"13811"," Civilian"," Adult - Male"," Damascus Suburbs"," Erbeen",2012-09-25," Shelling","Rif Dimashq"
"13812"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-25," Field Execution","Dayr Az Zawr"
"13813"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-25," Shelling","Rif Dimashq"
"13814"," Civilian"," Adult - Male"," Damascus Suburbs"," ",2012-09-25," Field Execution","Rif Dimashq"
"13815"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-09-25," Shooting","Hims"
"13816"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamiyeh",2012-09-25," Shelling","Rif Dimashq"
"13817"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2012-09-25," Shelling","Idlib"
"13818"," Civilian"," Adult - Male"," Damascus Suburbs"," Jdeidat Al-fadel",2012-09-25," Shelling","Rif Dimashq"
"13819"," Civilian"," Adult - Male"," Deir Ezzor"," Janineh",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13820"," Civilian"," Adult - Male"," Deir Ezzor"," Qusour Neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13821"," Civilian"," Adult - Male"," Deir Ezzor"," Qusour Neighborhood",2012-09-25," Warplane shelling","Dayr Az Zawr"
"13822"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Sayeda Zainab",2012-09-25," Shooting","Rif Dimashq"
"13823"," Civilian"," Adult - Male"," Aleppo"," ",2012-09-25," Shelling","Aleppo"
"13824"," Civilian"," Adult - Male"," Deir Ezzor"," Alkosoor neighborhood",2012-09-25," Field Execution","Dayr Az Zawr"
"13825"," Civilian"," Adult - Male"," Hama"," Arb'ijn neighborhood",2012-09-25," Detention - Execution","Hamah"
"13826"," Civilian"," Adult - Male"," Daraa"," Sanamein",2012-09-26," Field Execution","Dar`a"
"13827"," Civilian"," Adult - Male"," Hama"," Souran",2012-09-26," Shooting","Hamah"
"13828"," Civilian"," Adult - Male"," Hama"," Sahel al-Ghab",2012-09-26," Field Execution","Hamah"
"13829"," Non-Civilian"," Adult - Male"," Daraa"," Feqei'a",2012-09-26," Field Execution","Dar`a"
"13830"," Non-Civilian"," Adult - Male"," Daraa"," Sheikh Miskeen",2012-09-26," Shooting","Dar`a"
"13831"," Non-Civilian"," Adult - Male"," Hama"," Zafarana",2012-09-26," Shooting","Hamah"
"13832"," Non-Civilian"," Adult - Male"," Hama"," Zafarana",2012-09-26," Shooting","Hamah"
"13833"," Civilian"," Adult - Male"," Daraa"," Inkhel: Samlen Village",2012-09-26," Shooting","Dar`a"
"13834"," Civilian"," Adult - Male"," Hama"," Mashaa al-Arb'ein neighborhood",2012-09-26," Field Execution","Hamah"
"13835"," Civilian"," Adult - Male"," Hama"," Mashaa al-Arb'ein neighborhood",2012-09-26," Field Execution","Hamah"
"13836"," Civilian"," Adult - Male"," Hama"," Mashaa al-Arb'ein neighborhood",2012-09-26," Field Execution","Hamah"
"13837"," Civilian"," Adult - Male"," Damascus"," ",2012-09-26," Shooting","Damascus"
"13838"," Civilian"," Adult - Male"," Daraa"," Neimer",2012-09-26," Detention - Torture","Dar`a"
"13839"," Civilian"," Adult - Male"," Hama"," Mashaa al-Arb'ein neighborhood",2012-09-26," Field Execution","Hamah"
"13840"," Civilian"," Adult - Male"," Hama"," Mashaa al-Arb'ein neighborhood",2012-09-26," Field Execution","Hamah"
"13841"," Civilian"," Adult - Male"," Hama"," Mashaa al-Arb'ein neighborhood",2012-09-26," Field Execution","Hamah"
"13842"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Field Execution","Dayr Az Zawr"
"13843"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Field Execution","Dayr Az Zawr"
"13844"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Field Execution","Dayr Az Zawr"
"13845"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Field Execution","Dayr Az Zawr"
"13846"," Civilian"," Adult - Female"," Idlib"," Jabal Zawyeh",2012-09-26," Shelling","Idlib"
"13847"," Civilian"," Adult - Male"," Hama"," Mashaa Arbaain",2012-09-26," Field Execution","Hamah"
"13848"," Civilian"," Adult - Female"," Hama"," Arb'in neighbohood",2012-09-26," Shooting","Hamah"
"13849"," Civilian"," Adult - Male"," Hama"," Tareek Halab neighborhood",2012-09-26," Shooting","Hamah"
"13850"," Civilian"," Adult - Male"," Damascus Suburbs"," Artuz",2012-09-26," Shooting","Rif Dimashq"
"13851"," Civilian"," Adult - Female"," Damascus"," Barzeh",2012-09-26," Field Execution","Damascus"
"13852"," Civilian"," Adult - Male"," Homs"," Bab Draib",2012-09-26," Shelling","Hims"
"13853"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Field Execution","Dayr Az Zawr"
"13854"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Kharita town",2012-09-26," Shooting","Dayr Az Zawr"
"13855"," Civilian"," Adult - Male"," Aleppo"," Nairab Camp",2012-09-26," Field Execution","Aleppo"
"13856"," Civilian"," Adult - Male"," Aleppo"," Safira",2012-09-26," Shooting","Aleppo"
"13857"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Orfi neighborhood",2012-09-26," Warplane shelling","Dayr Az Zawr"
"13858"," Civilian"," Adult - Male"," Deir Ezzor"," Joura",2012-09-26," Field Execution","Dayr Az Zawr"
"13859"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Kharita town",2012-09-26," Shooting","Dayr Az Zawr"
"13860"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-26," Shelling","Rif Dimashq"
"13861"," Civilian"," Child - Male"," Damascus Suburbs"," Douma",2012-09-26," Shelling","Rif Dimashq"
"13862"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-09-26," Shelling","Rif Dimashq"
"13863"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Warplane shelling","Dayr Az Zawr"
"13864"," Civilian"," Adult - Male"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Shooting","Dayr Az Zawr"
"13865"," Civilian"," Child - Male"," Damascus Suburbs"," Douma",2012-09-26," Shelling","Rif Dimashq"
"13866"," Non-Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Warplane shelling","Dayr Az Zawr"
"13867"," Civilian"," Adult - Male"," Damascus Suburbs"," Hfer Fuqa",2012-09-26," Kidnapping - Execution","Rif Dimashq"
"13868"," Civilian"," Adult - Male"," Damascus Suburbs"," Mleha",2012-09-26," Shelling","Rif Dimashq"
"13869"," Civilian"," Adult - Male"," Damascus"," Barzeh",2012-09-26," Field Execution","Damascus"
"13870"," Civilian"," Child - Male"," Damascus"," Barzeh",2012-09-26," Field Execution","Damascus"
"13871"," Civilian"," Adult - Female"," Damascus"," Barzeh",2012-09-26," Field Execution","Damascus"
"13872"," Civilian"," Adult - Male"," Daraa"," Atman",2012-09-26," Field Execution","Dar`a"
"13873"," Civilian"," Adult - Male"," Daraa"," Atman",2012-09-26," Field Execution","Dar`a"
"13874"," Civilian"," Adult - Male"," Damascus Suburbs"," Thiyabiyah",2012-09-26," Field Execution","Rif Dimashq"
"13875"," Non-Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Shooting","Dayr Az Zawr"
"13876"," Non-Civilian"," Adult - Male"," Aleppo"," Haydariah",2012-09-26," Shooting","Aleppo"
"13877"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Shooting","Dayr Az Zawr"
"13878"," Civilian"," Adult - Male"," Deir Ezzor"," ",2012-09-26," Shooting","Dayr Az Zawr"
"13879"," Civilian"," Adult - Male"," Damascus Suburbs"," Hsenia Camp",2012-09-26," Field Execution","Rif Dimashq"
"13880"," Civilian"," Adult - Male"," Damascus Suburbs"," Hsenia Camp",2012-09-26," Field Execution","Rif Dimashq"
"13881"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamiyeh",2012-09-26," Field Execution","Rif Dimashq"
"13882"," Civilian"," Adult - Male"," Idlib"," Habait",2012-09-26," Kidnapping - Torture - Execution","Idlib"
"13883"," Civilian"," Adult - Male"," Homs"," Ghanto",2012-09-26," Shelling","Hims"
"13884"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-09-26," Shooting","Hims"
"13885"," Civilian"," Adult - Male"," Homs"," Jobar",2012-09-26," Field Execution","Hims"
"13886"," Civilian"," Adult - Female"," Homs"," Rastan",2012-09-26," Warplane shelling","Hims"
"13887"," Non-Civilian"," Adult - Male"," Other"," Tunisia",2012-09-26," Shooting"," Other"
"13888"," Civilian"," Child - Male"," Deir Ezzor"," ",2012-09-26," Field Execution","Dayr Az Zawr"
"13889"," Civilian"," Child - Female"," Deir Ezzor"," Joura Neighborhood",2012-09-26," Field Execution","Dayr Az Zawr"
"13890"," Civilian"," Adult - Male"," Damascus Suburbs"," Ziabiah",2012-09-26," Field Execution","Rif Dimashq"
"13891"," Civilian"," Adult - Male"," Deir Ezzor"," Qusor",2012-09-26," Shooting","Dayr Az Zawr"
"13892"," Civilian"," Adult - Male"," Damascus Suburbs"," Ziabiah",2012-09-26," Field Execution","Rif Dimashq"
"13893"," Civilian"," Adult - Male"," Deir Ezzor"," Urfi",2012-09-26," Warplane shelling","Dayr Az Zawr"
"13894"," Civilian"," Adult - Male"," Deir Ezzor"," Joura",2012-09-26," Field Execution","Dayr Az Zawr"
"13895"," Civilian"," Adult - Male"," Aleppo"," Salmaniah",2012-09-26," Shelling","Aleppo"
"13896"," Civilian"," Adult - Male"," Aleppo"," Ra'i village",2012-09-26," Field Execution","Aleppo"
"13897"," Non-Civilian"," Adult - Male"," Daraa"," Sheikh Miskeen",2012-09-26," Field Execution","Dar`a"
"13898"," Civilian"," Adult - Male"," Deir Ezzor"," Joura",2012-09-26," Field Execution","Dayr Az Zawr"
"13899"," Civilian"," Adult - Male"," Deir Ezzor"," Joura",2012-09-26," Field Execution","Dayr Az Zawr"
"13900"," Civilian"," Adult - Male"," Deir Ezzor"," Joura",2012-09-26," Field Execution","Dayr Az Zawr"
