"","Status","Sex","Province","Area","Date.of.death","Cause.of.death","Province2"
"1"," Civilian"," Adult - Male"," Lattakia"," Zira'a",2011-03-26," Shooting","Lattakia"
"2"," Civilian"," Adult - Male"," Lattakia"," ",2011-03-26," Shooting","Lattakia"
"3"," Civilian"," Adult - Male"," Lattakia"," ",2011-03-26," Shooting","Lattakia"
"4"," Civilian"," Adult - Male"," Lattakia"," ",2011-03-26," Shooting","Lattakia"
"5"," Civilian"," Adult - Male"," Lattakia"," Harsh",2011-03-26," Shooting","Lattakia"
"6"," Civilian"," Adult - Male"," Daraa"," Mohaja",2011-03-26," Shooting","Dar`a"
"7"," Civilian"," Adult - Male"," Lattakia"," Mar Tqla",2011-03-26," Shooting","Lattakia"
"8"," Civilian"," Adult - Male"," Lattakia"," Mar Taqla",2011-03-26," Shooting","Lattakia"
"9"," Civilian"," Adult - Male"," Lattakia"," ",2011-03-25," Shooting","Lattakia"
"10"," Civilian"," Adult - Male"," Daraa"," Sanamein",2011-03-25," Shooting","Dar`a"
"11"," Civilian"," Adult - Male"," Daraa"," Kafar Shams",2011-03-25," Shooting","Dar`a"
"12"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-03-25," Shooting","Dar`a"
"13"," Civilian"," Adult - Male"," Daraa"," Sanamein",2011-03-25," Shooting","Dar`a"
"14"," Civilian"," Adult - Male"," Daraa"," Kafar Shams",2011-03-25," Shooting","Dar`a"
"15"," Civilian"," Child - Female"," Daraa"," Daraa The City",2011-03-25," Shooting","Dar`a"
"16"," Civilian"," Adult - Male"," Daraa"," Sanamain",2011-03-25," Shooting","Dar`a"
"17"," Civilian"," Adult - Male"," Daraa"," Inkhel",2011-03-24," Shooting","Dar`a"
"18"," Civilian"," Adult - Male"," Lattakia"," Dawar al-ZIra'a",2011-03-23," Shooting","Lattakia"
"19"," Civilian"," Adult - Male"," Daraa"," Khirbet Ghazaleh: Al-Kateba",2011-03-23," Shooting","Dar`a"
"20"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"21"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"22"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-03-23," Shooting","Dar`a"
"23"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"24"," Civilian"," Adult - Male"," Daraa"," Daraa The City",2011-03-23," Shooting","Dar`a"
"25"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"26"," Civilian"," Adult - Male"," Daraa"," Al-Sora",2011-03-23," Shooting","Dar`a"
"27"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-03-23," Shooting","Dar`a"
"28"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"29"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-03-23," Shooting","Dar`a"
"30"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"31"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"32"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"33"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"34"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-03-23," Shooting","Dar`a"
"35"," Civilian"," Adult - Male"," Daraa"," Al-Sora",2011-03-23," Shooting","Dar`a"
"36"," Non-Civilian"," Adult - Male"," Homs"," Talkalakh",2011-03-23," Shooting","Hims"
"37"," Civilian"," Adult - Male"," Daraa"," Alma",2011-03-23," Shooting","Dar`a"
"38"," Civilian"," Adult - Male"," Daraa"," Al-Sora",2011-03-23," Shooting","Dar`a"
"39"," Civilian"," Adult - Male"," Daraa"," Hara",2011-03-23," Shooting","Dar`a"
"40"," Civilian"," Adult - Male"," Daraa"," ",2011-03-23," Shooting","Dar`a"
"41"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-03-23," Shooting","Dar`a"
"42"," Civilian"," Child - Male"," Daraa"," Khirbet Ghazaleh",2011-03-23," Shooting","Dar`a"
"43"," Civilian"," Adult - Male"," Daraa"," Khirbet Ghazaleh",2011-03-23," Shooting","Dar`a"
"44"," Civilian"," Child - Male"," Daraa"," Otman",2011-03-23," Shooting","Dar`a"
"45"," Civilian"," Adult - Male"," Daraa"," Busra Al-Sham",2011-03-23," Shooting","Dar`a"
"46"," Civilian"," Child - Male"," Daraa"," ",2011-03-20," Other","Dar`a"
"47"," Civilian"," Adult - Male"," Daraa"," Hirak",2011-03-18," Shooting","Dar`a"
"48"," Civilian"," Adult - Male"," Daraa"," Abbasiyeh neighborhood",2011-03-18," Shooting","Dar`a"
"49"," Civilian"," Adult - Male"," Homs"," Khaldia",2011-04-19," Shooting","Hims"
"50"," Civilian"," Adult - Male"," Homs"," ",2011-04-19," Shooting","Hims"
"51"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-04-18," Shooting","Hims"
"52"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-04-18," Shooting","Hims"
"53"," Non-Civilian"," Adult - Male"," Daraa"," Hirak",2011-04-17," Detention - Torture","Dar`a"
"54"," Civilian"," Adult - Male"," Homs"," Bab Sbaa",2011-04-17," Shooting","Hims"
"55"," Civilian"," Adult - Male"," Lattakia"," Sleba",2011-04-17," Shooting","Lattakia"
"56"," Civilian"," Child - Male"," Homs"," ",2011-04-17," Shooting","Hims"
"57"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-17," Shooting","Lattakia"
"58"," Civilian"," Adult - Male"," Lattakia"," Sedawi",2011-04-17," Shooting","Lattakia"
"59"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-17," Shooting","Hims"
"60"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-04-17," Detention - Torture","Hims"
"61"," Civilian"," Adult - Male"," Homs"," Naziheen",2011-04-17," Shooting","Hims"
"62"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-17," Shooting","Lattakia"
"63"," Civilian"," Adult - Male"," Lattakia"," Sedawi",2011-04-17," Shooting","Lattakia"
"64"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-17," Shooting","Lattakia"
"65"," Civilian"," Child - Male"," Homs"," Talbiseh",2011-04-17," Shooting","Hims"
"66"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-17," Shooting","Lattakia"
"67"," Civilian"," Adult - Male"," Lattakia"," Raml Janubi",2011-04-17," Shooting","Lattakia"
"68"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-04-17," Shooting","Hims"
"69"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-16," Shooting","Hims"
"70"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour",2011-04-16," Field Execution","Idlib"
"71"," Civilian"," Adult - Male"," Deir Ezzor"," Mayadeen",2011-04-11," Shooting","Dayr Az Zawr"
"72"," Non-Civilian"," Adult - Male"," Aleppo"," ",2011-04-10," Shooting","Aleppo"
"73"," Civilian"," Adult - Male"," Deir Ezzor"," ",2011-04-09," Shooting","Dayr Az Zawr"
"74"," Civilian"," Adult - Male"," Daraa"," Daraa al-Mahatta",2011-04-09," Shooting","Dar`a"
"75"," Civilian"," Adult - Male"," Daraa"," Mzerib",2011-04-08," Shooting","Dar`a"
"76"," Civilian"," Adult - Male"," Daraa"," Ibta'a",2011-04-08," Shooting","Dar`a"
"77"," Civilian"," Adult - Male"," Daraa"," Nuaima",2011-04-08," Shooting","Dar`a"
"78"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-08," Shooting","Rif Dimashq"
"79"," Civilian"," Adult - Male"," Daraa"," Taseel",2011-04-08," Shooting","Dar`a"
"80"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-04-05," Shooting","Rif Dimashq"
"81"," Civilian"," Adult - Male"," Idlib"," Jarjanaz",2011-04-03," Shooting","Idlib"
"82"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-01," Kidnapping - Torture - Execution","Hims"
"83"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-01," Shooting","Rif Dimashq"
"84"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-01," Shooting","Rif Dimashq"
"85"," Civilian"," Adult - Male"," Homs"," Bayadeh",2011-04-01," Detention - Torture - Execution","Hims"
"86"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-01," Shooting","Rif Dimashq"
"87"," Civilian"," Adult - Male"," Homs"," ",2011-04-01," Other","Hims"
"88"," Civilian"," Adult - Male"," Daraa"," Inkhel",2011-04-01," Shooting","Dar`a"
"89"," Civilian"," Child - Male"," Damascus Suburbs"," Douma",2011-04-01," Shooting","Rif Dimashq"
"90"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-01," Shooting","Rif Dimashq"
"91"," Civilian"," Adult - Male"," Damascus Suburbs"," Saqba",2011-04-01," Shooting","Rif Dimashq"
"94"," Civilian"," Adult - Male"," Lattakia"," ",2011-03-30," Shooting","Lattakia"
"95"," Non-Civilian"," Adult - Male"," Lattakia"," Sakantouri",2011-03-29," Shooting","Lattakia"
"96"," Civilian"," Adult - Male"," Lattakia"," Bustan Saydawi",2011-03-28," Shooting","Lattakia"
"97"," Civilian"," Adult - Male"," Daraa"," Msaifra",2011-03-28," Shooting","Dar`a"
"98"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-04-22," Shooting","Dar`a"
"99"," Civilian"," Adult - Male"," Hama"," Alilyat",2011-04-22," Shooting","Hamah"
"100"," Civilian"," Adult - Male"," Damascus"," Midan",2011-04-22," Shooting","Damascus"
"101"," Civilian"," Adult - Male"," Damascus Suburbs"," Abbada",2011-04-22," Shooting","Rif Dimashq"
"102"," Civilian"," Adult - Male"," Homs"," Taldo",2011-04-22," Shooting","Hims"
"103"," Civilian"," Adult - Male"," Damascus"," Qaboun",2011-04-22," Shooting","Damascus"
"104"," Civilian"," Adult - Male"," Damascus"," Jobar",2011-04-22," Shooting","Damascus"
"105"," Civilian"," Adult - Male"," Damascus Suburbs"," Abbada",2011-04-22," Shooting","Rif Dimashq"
"106"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-04-22," Shooting","Hims"
"107"," Civilian"," Adult - Male"," Hama"," Jarajmeh",2011-04-22," Shooting","Hamah"
"108"," Civilian"," Adult - Male"," Daraa"," Izraa",2011-04-22," Shooting","Dar`a"
"109"," Civilian"," Adult - Male"," Damascus Suburbs"," Abbada",2011-04-22," Shooting","Rif Dimashq"
"110"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-04-22," Shooting","Rif Dimashq"
"111"," Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2011-04-22," Shooting","Rif Dimashq"
"112"," Civilian"," Adult - Male"," Daraa"," Western Mleha",2011-04-22," Shooting","Dar`a"
"113"," Civilian"," Adult - Male"," Homs"," Bayada",2011-04-22," Shooting","Hims"
"114"," Civilian"," Adult - Male"," Damascus"," Jobar",2011-04-22," Shooting","Damascus"
"115"," Civilian"," Adult - Male"," Damascus"," Hajar Aswad",2011-04-22," Shooting","Damascus"
"116"," Civilian"," Adult - Male"," Damascus"," Barzeh",2011-04-22," Shooting","Damascus"
"117"," Civilian"," Child - Male"," Hama"," Soran: Tibet Al-Imam",2011-04-22," Shooting","Hamah"
"118"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-04-22," Shooting","Hims"
"119"," Civilian"," Adult - Male"," Hama"," ",2011-04-22," Shooting","Hamah"
"120"," Civilian"," Child - Male"," Daraa"," Izraa",2011-04-22," Shooting","Dar`a"
"121"," Civilian"," Child - Male"," Homs"," Taldo",2011-04-22," Shooting","Hims"
"122"," Civilian"," Adult - Male"," Homs"," Khaldieh",2011-04-22," Shooting","Hims"
"123"," Civilian"," Adult - Male"," Daraa"," ",2011-04-22," Shooting","Dar`a"
"124"," Civilian"," Adult - Male"," Hama"," Aleppo Way",2011-04-22," Shooting","Hamah"
"125"," Civilian"," Adult - Male"," Damascus Suburbs"," Jesreen",2011-04-22," Shooting","Rif Dimashq"
"126"," Civilian"," Adult - Male"," Damascus Suburbs"," Abbada",2011-04-22," Shooting","Rif Dimashq"
"127"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-22," Shooting","Rif Dimashq"
"128"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-04-22," Shooting","Dar`a"
"129"," Civilian"," Adult - Male"," Daraa"," ",2011-04-22," Shooting","Dar`a"
"130"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-04-22," Shooting","Rif Dimashq"
"131"," Civilian"," Child - Male"," Homs"," Bab Sbaa",2011-04-22," Shooting","Hims"
"132"," Civilian"," Adult - Male"," Damascus Suburbs"," Zamalka",2011-04-22," Shooting","Rif Dimashq"
"133"," Civilian"," Child - Male"," Hama"," Aleppo Way",2011-04-22," Shooting","Hamah"
"134"," Civilian"," Adult - Male"," Damascus"," Barzeh",2011-04-22," Shooting","Damascus"
"135"," Civilian"," Adult - Male"," Damascus Suburbs"," Saqba",2011-04-22," Shooting","Rif Dimashq"
"136"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-04-22," Shooting","Rif Dimashq"
"137"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-04-22," Shooting","Rif Dimashq"
"138"," Civilian"," Adult - Male"," Damascus Suburbs"," Saqba",2011-04-22," Shooting","Rif Dimashq"
"139"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-22," Shooting","Rif Dimashq"
"140"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Daraya",2011-04-22," Shooting","Rif Dimashq"
"141"," Non-Civilian"," Adult - Male"," Homs"," Tadmor",2011-04-21," Field Execution","Hims"
"142"," Civilian"," Adult - Male"," Homs"," Bayadeh",2011-04-21," Shooting","Hims"
"143"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-20," Shooting","Lattakia"
"144"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-20," Shooting","Lattakia"
"145"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-20," Shooting","Lattakia"
"146"," Civilian"," Adult - Male"," Daraa"," ",2011-04-25," Shooting","Dar`a"
"147"," Civilian"," Adult - Male"," Daraa"," ",2011-04-25," Shooting","Dar`a"
"148"," Civilian"," Adult - Male"," Daraa"," ",2011-04-25," Shooting","Dar`a"
"149"," Non-Civilian"," Adult - Male"," Daraa"," Tseel",2011-04-25," Shooting","Dar`a"
"150"," Civilian"," Adult - Male"," Daraa"," ",2011-04-25," Shelling","Dar`a"
"151"," Civilian"," Adult - Male"," Damascus"," Jabla",2011-04-24," Explosion","Damascus"
"152"," Civilian"," Adult - Female"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"153"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"154"," Non-Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"155"," Civilian"," Adult - Male"," Daraa"," Nuaima",2011-04-24," Shooting","Dar`a"
"156"," Civilian"," Adult - Female"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"157"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"158"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"159"," Non-Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"160"," Civilian"," Adult - Male"," Sweida"," ",2011-04-24," Shooting","As Suwayda'"
"161"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"162"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"163"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"164"," Civilian"," Adult - Male"," Damascus"," Qadam",2011-04-24," Shooting","Damascus"
"165"," Civilian"," Adult - Male"," Lattakia"," Jableh",2011-04-24," Shooting","Lattakia"
"166"," Civilian"," Adult - Male"," Damascus"," Barzeh",2011-04-23," Shooting","Damascus"
"167"," Non-Civilian"," Adult - Male"," Hasakeh"," Tal Nimr",2011-04-23," Detention - Execution","Al <U+1E24>asakah"
"168"," Civilian"," Adult - Male"," Damascus"," Hajar Aswad",2011-04-23," Shooting","Damascus"
"169"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2011-04-23," Shooting","Idlib"
"170"," Civilian"," Adult - Male"," Tartous"," Alsafsafa/ Shas Village/ Saheal Akkar",2011-04-23," Shooting","Tartus"
"171"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-04-23," Shooting","Hims"
"172"," Civilian"," Adult - Male"," Damascus Suburbs"," Kafr Batna",2011-04-23," Shooting","Rif Dimashq"
"173"," Civilian"," Adult - Male"," Damascus Suburbs"," Saqba",2011-04-23," Shooting","Rif Dimashq"
"174"," Civilian"," Adult - Male"," Daraa"," Saida",2011-04-23," Shooting","Dar`a"
"175"," Civilian"," Adult - Male"," Daraa"," Dael",2011-04-23," Shooting","Dar`a"
"176"," Civilian"," Child - Male"," Damascus"," Jobar",2011-04-23," Shooting","Damascus"
"177"," Civilian"," Adult - Male"," Daraa"," Ibta'a",2011-04-23," Shooting","Dar`a"
"178"," Civilian"," Adult - Male"," Daraa"," Nawa",2011-04-23," Shooting","Dar`a"
"179"," Civilian"," Child - Male"," Daraa"," Nawa",2011-04-23," Shooting","Dar`a"
"180"," Civilian"," Adult - Male"," Damascus Suburbs"," Madaya",2011-04-23," Shooting","Rif Dimashq"
"181"," Civilian"," Child - Male"," Daraa"," Izraa",2011-04-22," Shooting","Dar`a"
"182"," Civilian"," Adult - Male"," Daraa"," Izraa",2011-04-22," Shooting","Dar`a"
"183"," Civilian"," Adult - Male"," Damascus Suburbs"," Zamalka",2011-04-22," Shooting","Rif Dimashq"
"184"," Civilian"," Adult - Male"," Damascus Suburbs"," Mouadamyeh",2011-04-22," Shooting","Rif Dimashq"
"185"," Civilian"," Adult - Male"," Homs"," Houla",2011-04-22," Shooting","Hims"
"186"," Civilian"," Adult - Male"," Homs"," Kfarlaha",2011-04-22," Shooting","Hims"
"187"," Civilian"," Adult - Male"," Damascus"," Qaboun",2011-04-22," Shooting","Damascus"
"188"," Civilian"," Adult - Male"," Homs"," Houla",2011-04-22," Shooting","Hims"
"189"," Civilian"," Adult - Male"," Homs"," Baba Amr",2011-04-22," Shooting","Hims"
"190"," Civilian"," Adult - Male"," Daraa"," Izraa",2011-04-22," Shooting","Dar`a"
"191"," Civilian"," Adult - Male"," Daraa"," Izraa",2011-04-22," Shooting","Dar`a"
"192"," Civilian"," Adult - Male"," Homs"," Hula: Kafarlaha",2011-04-22," Shooting","Hims"
"193"," Non-Civilian"," Adult - Male"," Hama"," Mesyaf: al-Shmeseh",2011-04-22," Shooting","Hamah"
"194"," Civilian"," Child - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"195"," Civilian"," Adult - Male"," Lattakia"," ",2011-04-29," Shooting","Lattakia"
"196"," Civilian"," Adult - Male"," Homs"," ",2011-04-29," Shooting","Hims"
"197"," Civilian"," Adult - Male"," Daraa"," Dael",2011-04-29," Shooting","Dar`a"
"198"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"199"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Detention - Torture","Dar`a"
"200"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"201"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"202"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"203"," Civilian"," Adult - Male"," Daraa"," Mseifra",2011-04-29," Shooting","Dar`a"
"204"," Civilian"," Adult - Male"," Daraa"," Mseifra",2011-04-29," Shooting","Dar`a"
"205"," Civilian"," Adult - Female"," Daraa"," Saida",2011-04-29," Shooting","Dar`a"
"206"," Non-Civilian"," Adult - Male"," Hasakeh"," Qamishli",2011-04-29," Field Execution","Al <U+1E24>asakah"
"207"," Civilian"," Adult - Male"," Daraa"," Mseifra",2011-04-29," Detention - Torture","Dar`a"
"208"," Civilian"," Adult - Male"," Daraa"," Mseifra",2011-04-29," Detention - Torture","Dar`a"
"209"," Civilian"," Adult - Male"," Idlib"," Maarshamsha",2011-04-29," Shooting","Idlib"
"210"," Civilian"," Adult - Male"," Daraa"," Daraa Camp",2011-04-28," Shooting","Dar`a"
"211"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-28," Shooting","Hims"
"212"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-28," Shooting","Hims"
"213"," Civilian"," Adult - Male"," Daraa"," ",2011-04-28," Shooting","Dar`a"
"214"," Civilian"," Adult - Male"," Daraa"," ",2011-04-28," Shooting","Dar`a"
"215"," Civilian"," Adult - Male"," Daraa"," ",2011-04-28," Shelling","Dar`a"
"216"," Civilian"," Adult - Male"," Damascus Suburbs"," Nabk: Fleta",2011-04-28," Shooting","Rif Dimashq"
"217"," Civilian"," Adult - Male"," Homs"," Ghanto",2011-04-28," Shooting","Hims"
"218"," Civilian"," Adult - Male"," Daraa"," ",2011-04-28," Shooting","Dar`a"
"219"," Civilian"," Adult - Male"," Daraa"," ",2011-04-28," Shooting","Dar`a"
"220"," Civilian"," Adult - Male"," Homs"," Bayada",2011-04-28," Shooting","Hims"
"221"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-28," Shooting","Hims"
"222"," Civilian"," Child - Male"," Homs"," Talbiseh",2011-04-28," Shooting","Hims"
"223"," Civilian"," Adult - Male"," Damascus Suburbs"," Jarajeer",2011-04-28," Shooting","Rif Dimashq"
"224"," Civilian"," Adult - Male"," Daraa"," ",2011-04-28," Shelling","Dar`a"
"225"," Civilian"," Adult - Male"," Daraa"," Old City",2011-04-27," Shooting","Dar`a"
"226"," Civilian"," Adult - Male"," Daraa"," ",2011-04-27," Shooting","Dar`a"
"227"," Civilian"," Adult - Male"," Daraa"," Kaheel",2011-04-27," Shooting","Dar`a"
"228"," Civilian"," Child - Male"," Daraa"," Kaheel",2011-04-26," Shooting","Dar`a"
"229"," Civilian"," Adult - Male"," Damascus Suburbs"," Nabk: Fleta",2011-04-26," Shooting","Rif Dimashq"
"230"," Non-Civilian"," Adult - Male"," Idlib"," Saraqeb",2011-04-26," Field Execution","Idlib"
"231"," Civilian"," Child - Female"," Daraa"," Saida",2011-04-26," Shooting","Dar`a"
"232"," Civilian"," Adult - Male"," Daraa"," Daraa",2011-04-26," Shooting","Dar`a"
"233"," Civilian"," Adult - Male"," Homs"," Taldahab",2011-04-25," Shooting","Hims"
"234"," Civilian"," Adult - Male"," Daraa"," Eastern Karak",2011-04-25," Shooting","Dar`a"
"235"," Civilian"," Adult - Male"," Daraa"," ",2011-04-25," Shooting","Dar`a"
"236"," Civilian"," Adult - Male"," Hama"," Mysiaf",2011-04-25," Shooting","Hamah"
"237"," Civilian"," Adult - Male"," Daraa"," Daraa Camp",2011-04-25," Shooting","Dar`a"
"238"," Civilian"," Adult - Male"," Daraa"," ",2011-04-25," Shooting","Dar`a"
"239"," Civilian"," Adult - Male"," Daraa"," Mzerib",2011-04-25," Shooting","Dar`a"
"240"," Civilian"," Adult - Male"," Daraa"," Tal Shihab",2011-04-25," Shooting","Dar`a"
"241"," Civilian"," Adult - Male"," Daraa"," Tal Shihab",2011-04-25," Shooting","Dar`a"
"242"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2011-04-30," Detention - Torture","Rif Dimashq"
"243"," Civilian"," Adult - Male"," Daraa"," Daraa",2011-04-30," Shooting","Dar`a"
"244"," Civilian"," Adult - Male"," Daraa"," Daraa",2011-04-30," Shooting","Dar`a"
"245"," Civilian"," Adult - Male"," Daraa"," Daraa",2011-04-30," Shooting","Dar`a"
"246"," Civilian"," Adult - Male"," Daraa"," Saida",2011-04-29," Shooting","Dar`a"
"247"," Civilian"," Adult - Male"," Daraa"," Saida",2011-04-29," Shooting","Dar`a"
"248"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"249"," Civilian"," Adult - Male"," Daraa"," Kaheel",2011-04-29," Shooting","Dar`a"
"250"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-04-29," Shooting","Dar`a"
"251"," Civilian"," Adult - Male"," Daraa"," Sheikh Miskeen",2011-04-29," Shooting","Dar`a"
"252"," Civilian"," Adult - Male"," Homs"," Teir Maalleh",2011-04-29," Shooting","Hims"
"253"," Civilian"," Adult - Male"," Daraa"," Om Walad Village",2011-04-29," Shooting","Dar`a"
"254"," Civilian"," Adult - Male"," Daraa"," Om Walad Village",2011-04-29," Shooting","Dar`a"
"255"," Civilian"," Adult - Male"," Daraa"," Basr al-Harir",2011-04-29," Shooting","Dar`a"
"256"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"257"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"258"," Civilian"," Adult - Male"," Daraa"," Msaifra",2011-04-29," Detention - Torture","Dar`a"
"259"," Non-Civilian"," Adult - Male"," Hasakeh"," Qameshlo: Kerbawi village",2011-04-29," Shooting","Al <U+1E24>asakah"
"260"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-29," Shooting","Hims"
"261"," Civilian"," Child - Female"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"262"," Civilian"," Adult - Male"," Daraa"," Daraa al-Balad",2011-04-29," Shooting","Dar`a"
"263"," Civilian"," Adult - Male"," Daraa"," Daraa",2011-04-29," Shooting","Dar`a"
"264"," Civilian"," Adult - Male"," Daraa"," Sahweh Village",2011-04-29," Shooting","Dar`a"
"265"," Civilian"," Adult - Male"," Daraa"," Daraa al-Balad",2011-04-29," Shooting","Dar`a"
"266"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"267"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"268"," Civilian"," Adult - Male"," Homs"," Talbiseh",2011-04-29," Shooting","Hims"
"269"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"270"," Civilian"," Adult - Male"," Daraa"," Teiba",2011-04-29," Shooting","Dar`a"
"271"," Civilian"," Adult - Male"," Daraa"," Saida",2011-04-29," Shooting","Dar`a"
"272"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"273"," Civilian"," Child - Male"," Daraa"," Jizza",2011-04-29," Detention - Torture","Dar`a"
"274"," Civilian"," Adult - Male"," Daraa"," Tafas",2011-04-29," Shooting","Dar`a"
"275"," Civilian"," Adult - Male"," Daraa"," Ghasm Village",2011-04-29," Detention - Torture","Dar`a"
"276"," Civilian"," Adult - Male"," Daraa"," ",2011-04-29," Shooting","Dar`a"
"277"," Civilian"," Adult - Male"," Daraa"," Om Walad Village",2011-04-29," Shooting","Dar`a"
"278"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"279"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"280"," Civilian"," Adult - Male"," Daraa"," Busra Al-Sham",2011-04-29," Shooting","Dar`a"
"281"," Civilian"," Adult - Male"," Homs"," Rastan",2011-04-29," Shooting","Hims"
"282"," Civilian"," Adult - Male"," Daraa"," Om Walad Village",2011-04-29," Shooting","Dar`a"
"283"," Civilian"," Adult - Male"," Daraa"," Gharieh Sharqeye",2011-04-29," Shooting","Dar`a"
